Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,magnifolia) - Wherever found,,,,,,,
"",,Na`ena`e (Dubautia waialealae) - Wherever,,,,,,,
"",1152,,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",,found,,,,,,,
"",,Nani wai`ale`ale (Viola kauaiensis var.,,,,,,,
"",1083,,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,wahiawaensis) - Wherever found,,,,,,,
"",1074,Nanu (Gardenia mannii) - Wherever found,E,"$8,073",$0,,"$8,073",$0,"$8,073"
"",787,Nanu (Gardenia remyi) - Wherever found,E,"$8,555","$12,000",,"$20,555",$0,"$20,555"
"",,"Naupaka, dwarf (Scaevola coriacea) - Wherever",,,,,,,
"",566,,E,"$46,230","$5,000",,"$51,230",$0,"$51,230"
"",,found,,,,,,,
"",,"Navarretia, few-flowered (Navarretia",,,,,,,
"",1247,leucocephala ssp. pauciflora (=N. pauciflora)) -,E,$0,"$1,200",,"$1,200",$0,"$1,200"
"",,Wherever found,,,,,,,
"",,"Navarretia, many-flowered (Navarretia",,,,,,,
"",973,,E,"$2,700","$8,700",,"$11,400",$0,"$11,400"
"",,leucocephala ssp. plieantha) - Wherever found,,,,,,,
"",,"Navarretia, spreading (Navarretia fossalis) -",,,,,,,
"",329,,T,"$8,100","$173,600",,"$181,700",$0,"$181,700"
"",,Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",1155,Nehe (Lipochaeta fauriei) - Wherever found,E,"$5,265",$0,,"$5,265",$0,"$5,265"
"",,Nehe (Lipochaeta lobata var. leptophylla) -,,,,,,,
"",1097,,E,"$5,417","$1,792",,"$7,209",$0,"$7,209"
"",,Wherever found,,,,,,,
"",1152,Nehe (Lipochaeta micrantha) - Wherever found,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",908,Nehe (Lipochaeta venosa) - Wherever found,E,"$13,953",$0,,"$13,953",$0,"$13,953"
"",,Nehe (Lipochaeta waimeaensis) - Wherever,,,,,,,
"",1152,,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",,found,,,,,,,
"",,Nehe (Melanthera kamolensis) - Wherever,,,,,,,
"",1061,,E,"$8,307",$0,,"$8,307",$0,"$8,307"
"",,found,,,,,,,
"",1074,Nehe (Melanthera tenuifolia) - Wherever found,E,"$8,073",$0,,"$8,073",$0,"$8,073"
"",1149,Nioi (Eugenia koolauensis) - Wherever found,E,"$5,602",$0,,"$5,602",$0,"$5,602"
"",,"Niterwort, Amargosa (Nitrophila mohavensis) -",,,,,,,
"",578,,E,"$12,400","$36,200",,"$48,600",$0,"$48,600"
"",,Wherever found,,,,,,,
"",,No Common Name (Abutilon eremitopetalum) -,,,,,,,
"",1030,,E,"$9,321",$0,,"$9,321",$0,"$9,321"
"",,Wherever found,,,,,,,
"",,No Common Name (Abutilon sandwicense) -,,,,,,,
"",1012,,E,"$8,073","$1,734",,"$9,807",$0,"$9,807"
"",,Wherever found,,,,,,,
"",,No Common Name (Achyranthes mutica) -,,,,,,,
"",400,,E,"$123,569",$0,,"$123,569",$0,"$123,569"
"",,Wherever found,,,,,,,
"",,No Common Name (Agave eggersiana) -,,,,,,,
"",1210,,E,"$3,000",$0,,"$3,000",$0,"$3,000"
"",,Wherever found,,,,,,,
"",,No Common Name (Amaranthus brownii) -,,,,,,,
"",1080,,E,"$7,952",$0,,"$7,952",$0,"$7,952"
"",,Wherever found,,,,,,,
"",,No Common Name (Aristida chaseae) -,,,,,,,
"",921,,E,"$13,500",$0,,"$13,500",$0,"$13,500"
"",,Wherever found,,,,,,,
"",,No Common Name (Auerodendron,,,,,,,
"",1182,,E,"$4,000",$0,,"$4,000",$0,"$4,000"
"",,pauciflorum) - Wherever found,,,,,,,
"",,No Common Name (Bidens hillebrandiana ssp.,,,,,,,
"",1070,,E,"$8,172",$0,,"$8,172",$0,"$8,172"
"",,hillebrandiana) - Wherever found,,,,,,,
"",,No Common Name (Bonamia menziesii) -,,,,,,,
"",817,,E,"$17,120","$1,761",,"$18,881",$0,"$18,881"
"",,Wherever found,,,,,,,
"",,No Common Name (Calyptranthes thomasiana) -,,,,,,,
"",1151,,E,"$5,500",$0,,"$5,500",$0,"$5,500"
"",,Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,No Common Name (Catesbaea melanocarpa) -,,,,,,,
"",1077,,E,"$8,000",$0,,"$8,000",$0,"$8,000"
"",,Wherever found,,,,,,,
"",,No Common Name (Chamaecrista glandulosa,,,,,,,
"",1210,,E,"$3,000",$0,,"$3,000",$0,"$3,000"
"",,var. mirabilis) - Wherever found,,,,,,,
"",,No Common Name (Cordia bellonis) -,,,,,,,
"",545,,E,"$58,000",$0,,"$58,000",$0,"$58,000"
"",,Wherever found,,,,,,,
"",,No Common Name (Cranichis ricartii) -,,,,,,,
"",1151,,E,"$5,500",$0,,"$5,500",$0,"$5,500"
"",,Wherever found,,,,,,,
"",,No Common Name (Cyanea kauaulaensis) -,,,,,,,
"",1131,,E,"$6,106",$0,,"$6,106",$0,"$6,106"
"",,Wherever found,,,,,,,
"",,No Common Name (Cyperus fauriei) -,,,,,,,
"",1078,,E,"$7,989",$0,,"$7,989",$0,"$7,989"
"",,Wherever found,,,,,,,
"",,No Common Name (Cyperus neokunthianus) -,,,,,,,
"",1141,,E,"$5,853",$0,,"$5,853",$0,"$5,853"
"",,Wherever found,,,,,,,
"",,No Common Name (Cyperus pennatiformis) -,,,,,,,
"",1083,,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,Wherever found,,,,,,,
"",,No Common Name (Cyrtandra nanawaleensis) -,,,,,,,
"",569,,E,"$6,106","$44,254",,"$50,360",$0,"$50,360"
"",,Wherever found,,,,,,,
"",,No Common Name (Cyrtandra wagneri) -,,,,,,,
"",1056,,E,"$8,425",$0,,"$8,425",$0,"$8,425"
"",,Wherever found,,,,,,,
"",,No Common Name (Daphnopsis helleriana) -,,,,,,,
"",1190,,E,"$3,500",$0,,"$3,500",$0,"$3,500"
"",,Wherever found,,,,,,,
"",,No Common Name (Delissea rhytidosperma) -,,,,,,,
"",912,,E,"$13,820",$0,,"$13,820",$0,"$13,820"
"",,Wherever found,,,,,,,
"",,No Common Name (Delissea undulata) -,,,,,,,
"",1078,,E,"$7,989",$0,,"$7,989",$0,"$7,989"
"",,Wherever found,,,,,,,
"",,No Common Name (Dendrobium guamense) -,,,,,,,
"",461,,T,"$52,917","$33,773",,"$86,690",$0,"$86,690"
"",,Wherever found,,,,,,,
"",,No Common Name (Eugenia bryanii) -,,,,,,,
"",600,,E,"$32,840","$11,386",,"$44,226",$0,"$44,226"
"",,Wherever found,,,,,,,
"",,No Common Name (Eugenia woodburyana) -,,,,,,,
"",851,,E,"$16,500",$300,,"$16,800",$0,"$16,800"
"",,Wherever found,,,,,,,
"",,No Common Name (Festuca hawaiiensis) -,,,,,,,
"",1117,,E,"$6,443",$0,,"$6,443",$0,"$6,443"
"",,Wherever found,,,,,,,
"",,No Common Name (Festuca molokaiensis) -,,,,,,,
"",989,,E,"$10,629",$0,,"$10,629",$0,"$10,629"
"",,Wherever found,,,,,,,
"",,No Common Name (Geocarpon minimum) -,,,,,,,
"",523,,T,"$44,811","$16,587",,"$61,398","$1,600","$62,998"
"",,Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,No Common Name (Gesneria pauciflora) -,,,,,,,
"",1115,,T,"$6,500",,$0,"$6,500",$0,"$6,500"
"",,Wherever found,,,,,,,
"",,No Common Name (Gonocalyx concolor) -,,,,,,,
"",1232,,E,"$2,000",,$0,"$2,000",$0,"$2,000"
"",,Wherever found,,,,,,,
"",,No Common Name (Gouania hillebrandii) -,,,,,,,
"",1068,,E,"$8,205",,$0,"$8,205",$0,"$8,205"
"",,Wherever found,,,,,,,
"",,No Common Name (Gouania meyenii) -,,,,,,,
"",1148,,E,"$5,652",,$0,"$5,652",$0,"$5,652"
"",,Wherever found,,,,,,,
"",,No Common Name (Gouania vitifolia) -,,,,,,,
"",1084,,E,"$7,634",,$0,"$7,634",$0,"$7,634"
"",,Wherever found,,,,,,,
"",,No Common Name (Hesperomannia,,,,,,,
"",1149,,E,"$5,602",,$0,"$5,602",$0,"$5,602"
"",,arborescens) - Wherever found,,,,,,,
"",,No Common Name (Hesperomannia arbuscula) -,,,,,,,
"",1144,,E,"$5,754",,$0,"$5,754",$0,"$5,754"
"",,Wherever found,,,,,,,
"",,No Common Name (Hesperomannia lydgatei) -,,,,,,,
"",1083,,E,"$7,736",,$0,"$7,736",$0,"$7,736"
"",,Wherever found,,,,,,,
"",,No Common Name (Ilex sintenisii) - Wherever,,,,,,,
"",1135,,E,"$6,000",,$0,"$6,000",$0,"$6,000"
"",,found,,,,,,,
"",,No Common Name (Kadua degeneri) -,,,,,,,
"",1144,,E,"$5,754",,$0,"$5,754",$0,"$5,754"
"",,Wherever found,,,,,,,
"",,No Common Name (Kadua haupuensis) -,,,,,,,
"",1005,,E,"$9,909",,$0,"$9,909",$0,"$9,909"
"",,Wherever found,,,,,,,
"",,No Common Name (Kadua parvula) - Wherever,,,,,,,
"",1008,,E,"$8,073",,"$1,792","$9,865",$0,"$9,865"
"",,found,,,,,,,
"",,No Common Name (Kadua st.-johnii) -,,,,,,,
"",1152,,E,"$5,417",,$0,"$5,417",$0,"$5,417"
"",,Wherever found,,,,,,,
"",,No Common Name (Keysseria (=Lagenifera),,,,,,,
"",1165,,E,"$4,907",,$0,"$4,907",$0,"$4,907"
"",,erici) - Wherever found,,,,,,,
"",,No Common Name (Keysseria (=Lagenifera),,,,,,,
"",1218,,E,"$2,588",,$0,"$2,588",$0,"$2,588"
"",,helenae) - Wherever found,,,,,,,
"",,No Common Name (Labordia lorenciana) -,,,,,,,
"",1141,,E,"$5,853",,$0,"$5,853",$0,"$5,853"
"",,Wherever found,,,,,,,
"",,No Common Name (Lepanthes eltoroensis) -,,,,,,,
"",632,,E,"$39,000",,$0,"$39,000",$0,"$39,000"
"",,Wherever found,,,,,,,
"",,No Common Name (Lepidium orbiculare) -,,,,,,,
"",1141,,E,"$5,853",,$0,"$5,853",$0,"$5,853"
"",,Wherever found,,,,,,,
"",,No Common Name (Leptocereus grantianus) -,,,,,,,
"",1163,,E,"$5,000",,$0,"$5,000",$0,"$5,000"
"",,Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,No Common Name (Lobelia koolauensis) -,,,,,,,
"",1074,,E,"$8,073",$0,,"$8,073",$0,"$8,073"
"",,Wherever found,,,,,,,
"",,No Common Name (Lobelia monostachya) -,,,,,,,
"",1152,,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",,Wherever found,,,,,,,
"",,No Common Name (Lobelia niihauensis) -,,,,,,,
"",1008,,E,"$8,073","$1,792",,"$9,865",$0,"$9,865"
"",,Wherever found,,,,,,,
"",,No Common Name (Lobelia oahuensis) -,,,,,,,
"",1144,,E,"$5,754",$0,,"$5,754",$0,"$5,754"
"",,Wherever found,,,,,,,
"",,No Common Name (Lyonia truncata var.,,,,,,,
"",931,,E,"$13,000",$0,,"$13,000",$0,"$13,000"
"",,proctorii) - Wherever found,,,,,,,
"",,No Common Name (Lysimachia filifolia) -,,,,,,,
"",1152,,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",,Wherever found,,,,,,,
"",,No Common Name (Lysimachia iniki) -,,,,,,,
"",1152,,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",,Wherever found,,,,,,,
"",,No Common Name (Lysimachia lydgatei) -,,,,,,,
"",985,,E,"$10,778",$0,,"$10,778",$0,"$10,778"
"",,Wherever found,,,,,,,
"",,No Common Name (Lysimachia maxima) -,,,,,,,
"",985,,E,"$10,778",$0,,"$10,778",$0,"$10,778"
"",,Wherever found,,,,,,,
"",,No Common Name (Lysimachia pendens) -,,,,,,,
"",1083,,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,Wherever found,,,,,,,
"",,No Common Name (Lysimachia scopulensis) -,,,,,,,
"",1083,,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,Wherever found,,,,,,,
"",,No Common Name (Lysimachia venosa) -,,,,,,,
"",1083,,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,Wherever found,,,,,,,
"",,No Common Name (Maesa walkeri) - Wherever,,,,,,,
"",521,,T,"$41,129","$22,270",,"$63,399",$0,"$63,399"
"",,found,,,,,,,
"",,No Common Name (Mitracarpus maxwelliae) -,,,,,,,
"",1050,,E,"$8,500",$0,,"$8,500",$0,"$8,500"
"",,Wherever found,,,,,,,
"",,No Common Name (Mitracarpus polycladus) -,,,,,,,
"",1050,,E,"$8,500",$0,,"$8,500",$0,"$8,500"
"",,Wherever found,,,,,,,
"",,No Common Name (Myrcia paganii) -,,,,,,,
"",1210,,E,"$3,000",$0,,"$3,000",$0,"$3,000"
"",,Wherever found,,,,,,,
"",,No Common Name (Neraudia angulata) -,,,,,,,
"",1085,,E,"$5,754","$1,792",,"$7,546",$0,"$7,546"
"",,Wherever found,,,,,,,
"",,No Common Name (Neraudia ovata) -,,,,,,,
"",732,,E,"$13,222","$12,435",,"$25,657",$0,"$25,657"
"",,Wherever found,,,,,,,
"",,No Common Name (Neraudia sericea) -,,,,,,,
"",985,,E,"$10,778",$0,,"$10,778",$0,"$10,778"
"",,Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,No Common Name (Nervilia jacksoniae) -,,,,,,
"",520,,T,"$41,466","$22,270","$63,736",$0,"$63,736"
"",,Wherever found,,,,,,
"",,No Common Name (Nesogenes rotensis) -,,,,,,
"",657,,E,"$34,671",$0,"$34,671",$0,"$34,671"
"",,Wherever found,,,,,,
"",,No Common Name (Osmoxylon mariannense) -,,,,,,
"",726,,E,"$26,488",$0,"$26,488",$0,"$26,488"
"",,Wherever found,,,,,,
"",,No Common Name (Phyllanthus saffordii) -,,,,,,
"",565,,E,"$30,883","$21,020","$51,903",$0,"$51,903"
"",,Wherever found,,,,,,
"",,No Common Name (Phyllostegia bracteata) -,,,,,,
"",488,,E,"$14,290","$61,000","$75,290",$0,"$75,290"
"",,Wherever found,,,,,,
"",,No Common Name (Phyllostegia brevidens) -,,,,,,
"",499,,E,"$10,196","$60,000","$70,196",$0,"$70,196"
"",,Wherever found,,,,,,
"",,No Common Name (Phyllostegia floribunda) -,,,,,,
"",1022,,E,"$9,523",$0,"$9,523",$0,"$9,523"
"",,Wherever found,,,,,,
"",,No Common Name (Phyllostegia glabra var.,,,,,,
"",979,,E,"$11,031",$0,"$11,031",$0,"$11,031"
"",,lanaiensis) - Wherever found,,,,,,
"",,No Common Name (Phyllostegia haliakalae) -,,,,,,
"",500,,E,"$9,099","$61,000","$70,099",$0,"$70,099"
"",,Wherever found,,,,,,
"",1070,No Common Name (Phyllostegia helleri) -,E,"$8,172",$0,"$8,172",$0,"$8,172"
"",,No Common Name (Phyllostegia hirsuta) -,,,,,,
"",1074,,E,"$8,073",$0,"$8,073",$0,"$8,073"
"",,Wherever found,,,,,,
"",,No Common Name (Phyllostegia hispida) -,,,,,,
"",979,,E,"$11,031",$0,"$11,031",$0,"$11,031"
"",,Wherever found,,,,,,
"",,No Common Name (Phyllostegia kaalaensis) -,,,,,,
"",1074,,E,"$8,073",$0,"$8,073",$0,"$8,073"
"",,Wherever found,,,,,,
"",,No Common Name (Phyllostegia knudsenii) -,,,,,,
"",1083,,E,"$7,736",$0,"$7,736",$0,"$7,736"
"",,Wherever found,,,,,,
"",,No Common Name (Phyllostegia mannii) -,,,,,,
"",979,,E,"$11,031",$0,"$11,031",$0,"$11,031"
"",,Wherever found,,,,,,
"",,No Common Name (Phyllostegia mollis) -,,,,,,
"",1074,,E,"$8,073",$0,"$8,073",$0,"$8,073"
"",,Wherever found,,,,,,
"",,No Common Name (Phyllostegia parviflora) -,,,,,,
"",1058,,E,"$8,410",$0,"$8,410",$0,"$8,410"
"",,Wherever found,,,,,,
"",,No Common Name (Phyllostegia pilosa) -,,,,,,
"",1056,,E,"$8,425",$0,"$8,425",$0,"$8,425"
"",,Wherever found,,,,,,
"",,No Common Name (Phyllostegia renovans) -,,,,,,
"",1083,,E,"$7,736",$0,"$7,736",$0,"$7,736"
"",,Wherever found,,,,,,
"",,No Common Name (Phyllostegia stachyoides) -,,,,,,
"",1111,,E,"$6,106",$500,"$6,606",$0,"$6,606"
"",,Wherever found,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,No Common Name (Phyllostegia velutina) -,,,,,,,
"",1074,,E,"$8,073",$0,,"$8,073",$0,"$8,073"
"",,Wherever found,,,,,,,
"",,No Common Name (Phyllostegia waimeae) -,,,,,,,
"",1152,,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",,Wherever found,,,,,,,
"",,No Common Name (Phyllostegia warshaueri) -,,,,,,,
"",1060,,E,"$8,326",$0,,"$8,326",$0,"$8,326"
"",,Wherever found,,,,,,,
"",,No Common Name (Phyllostegia wawrana) -,,,,,,,
"",939,,E,"$12,639",$0,,"$12,639",$0,"$12,639"
"",,Wherever found,,,,,,,
"",,No Common Name (Platanthera holochila) -,,,,,,,
"",756,,E,"$11,411","$12,000",,"$23,411",$0,"$23,411"
"",,Wherever found,,,,,,,
"",,No Common Name (Platydesma cornuta var.,,,,,,,
"",1083,,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,cornuta) - Wherever found,,,,,,,
"",,No Common Name (Platydesma cornuta var.,,,,,,,
"",988,,E,"$8,073","$2,572",,"$10,645",$0,"$10,645"
"",,decurrens) - Wherever found,,,,,,,
"",,No Common Name (Platydesma remyi) -,,,,,,,
"",1117,,E,"$6,443",$0,,"$6,443",$0,"$6,443"
"",,Wherever found,,,,,,,
"",,No Common Name (Poa siphonoglossa) -,,,,,,,
"",1152,,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",,Wherever found,,,,,,,
"",,No Common Name (Polyscias bisattenuata) -,,,,,,,
"",1011,,E,"$9,820",$0,,"$9,820",$0,"$9,820"
"",,Wherever found,,,,,,,
"",,No Common Name (Polyscias flynnii) -,,,,,,,
"",1083,,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,Wherever found,,,,,,,
"",,No Common Name (Polyscias lydgatei) -,,,,,,,
"",1152,,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",,Wherever found,,,,,,,
"",,No Common Name (Polyscias racemosa) -,,,,,,,
"",1083,,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,Wherever found,,,,,,,
"",,No Common Name (Remya kauaiensis) -,,,,,,,
"",1044,,E,"$8,750",$0,,"$8,750",$0,"$8,750"
"",,Wherever found,,,,,,,
"",,No Common Name (Remya montgomeryi) -,,,,,,,
"",1118,,E,"$6,431",$0,,"$6,431",$0,"$6,431"
"",,Wherever found,,,,,,,
"",,No Common Name (Sanicula mariversa) -,,,,,,,
"",1149,,E,"$5,602",$0,,"$5,602",$0,"$5,602"
"",,Wherever found,,,,,,,
"",,No Common Name (Sanicula purpurea) -,,,,,,,
"",1041,,E,"$8,796",$0,,"$8,796",$0,"$8,796"
"",,Wherever found,,,,,,,
"",,No Common Name (Sanicula sandwicensis) -,,,,,,,
"",591,,E,"$8,359","$37,973",,"$46,332",$0,"$46,332"
"",,Wherever found,,,,,,,
"",,No Common Name (Santalum involutum) -,,,,,,,
"",1141,,E,"$5,853",$0,,"$5,853",$0,"$5,853"
"",,Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,No Common Name (Schiedea attenuata) -,,,,,,,
"",1152,,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",,Wherever found,,,,,,,
"",,No Common Name (Schiedea diffusa ssp.,,,,,,,
"",923,,E,"$8,425","$5,000",,"$13,425",$0,"$13,425"
"",,macraei) - Wherever found,,,,,,,
"",,No Common Name (Schiedea diffusa subsp.,,,,,,,
"",766,,E,"$10,931","$12,000",,"$22,931",$0,"$22,931"
"",,diffusa) - Wherever found,,,,,,,
"",,No Common Name (Schiedea haleakalensis) -,,,,,,,
"",495,,E,"$11,452","$61,000",,"$72,452",$0,"$72,452"
"",,Wherever found,,,,,,,
"",,No Common Name (Schiedea helleri) -,,,,,,,
"",1083,,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,Wherever found,,,,,,,
"",,No Common Name (Schiedea hookeri) -,,,,,,,
"",1036,,E,"$6,427","$2,572",,"$8,999",$0,"$8,999"
"",,Wherever found,,,,,,,
"",,No Common Name (Schiedea jacobii) -,,,,,,,
"",1141,,E,"$5,853",$0,,"$5,853",$0,"$5,853"
"",,Wherever found,,,,,,,
"",,No Common Name (Schiedea kaalae) -,,,,,,,
"",1074,,E,"$8,073",$0,,"$8,073",$0,"$8,073"
"",,Wherever found,,,,,,,
"",,No Common Name (Schiedea kauaiensis) -,,,,,,,
"",912,,E,"$13,820",$0,,"$13,820",$0,"$13,820"
"",,Wherever found,,,,,,,
"",,No Common Name (Schiedea laui) - Wherever,,,,,,,
"",1018,,E,"$9,615",$0,,"$9,615",$0,"$9,615"
"",,found,,,,,,,
"",,No Common Name (Schiedea lydgatei) -,,,,,,,
"",1051,,E,"$8,459",$0,,"$8,459",$0,"$8,459"
"",,Wherever found,,,,,,,
"",,No Common Name (Schiedea membranacea) -,,,,,,,
"",1051,,E,"$8,459",$0,,"$8,459",$0,"$8,459"
"",,Wherever found,,,,,,,
"",,No Common Name (Schiedea nuttallii) -,,,,,,,
"",1057,,E,"$8,420",$0,,"$8,420",$0,"$8,420"
"",,Wherever found,,,,,,,
"",,No Common Name (Schiedea obovata) -,,,,,,,
"",1074,,E,"$8,073",$0,,"$8,073",$0,"$8,073"
"",,Wherever found,,,,,,,
"",,No Common Name (Schiedea salicaria) -,,,,,,,
"",1039,,E,"$8,895",$0,,"$8,895",$0,"$8,895"
"",,Wherever found,,,,,,,
"",,No Common Name (Schiedea sarmentosa) -,,,,,,,
"",1051,,E,"$8,459",$0,,"$8,459",$0,"$8,459"
"",,Wherever found,,,,,,,
"",,No Common Name (Schiedea spergulina var.,,,,,,,
"",1152,,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",,leiopoda) - Wherever found,,,,,,,
"",,No Common Name (Schiedea spergulina var.,,,,,,,
"",996,,T,"$10,320",$0,,"$10,320",$0,"$10,320"
"",,spergulina) - Wherever found,,,,,,,
"",,No Common Name (Schiedea trinervis) -,,,,,,,
"",1144,,E,"$5,754",$0,,"$5,754",$0,"$5,754"
"",,Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,No Common Name (Schiedea verticillata) -,,,,,,,
"",958,,E,"$11,906",$0,,"$11,906",$0,"$11,906"
"",,Wherever found,,,,,,,
"",,No Common Name (Schiedea viscosa) -,,,,,,,
"",1152,,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",,Wherever found,,,,,,,
"",,No Common Name (Schoepfia arenaria) -,,,,,,,
"",1115,,T,"$6,500",$0,,"$6,500",$0,"$6,500"
"",,Wherever found,,,,,,,
"",,No Common Name (Sicyos lanceoloideus) -,,,,,,,
"",1024,,E,"$8,509","$1,000",,"$9,509",$0,"$9,509"
"",,Wherever found,,,,,,,
"",,No Common Name (Silene alexandri) -,,,,,,,
"",1061,,E,"$8,307",$0,,"$8,307",$0,"$8,307"
"",,Wherever found,,,,,,,
"",,No Common Name (Silene hawaiiensis) -,,,,,,,
"",803,,T,"$8,743","$11,000",,"$19,743",$0,"$19,743"
"",,Wherever found,,,,,,,
"",,No Common Name (Silene lanceolata) -,,,,,,,
"",729,,E,"$6,091","$20,000",,"$26,091",$0,"$26,091"
"",,Wherever found,,,,,,,
"",,No Common Name (Silene perlmanii) -,,,,,,,
"",1078,,E,"$5,417","$2,572",,"$7,989",$0,"$7,989"
"",,Wherever found,,,,,,,
"",,No Common Name (Spermolepis hawaiiensis) -,,,,,,,
"",697,,E,"$5,827","$23,801",,"$29,628",$0,"$29,628"
"",,Wherever found,,,,,,,
"",,No Common Name (Stenogyne angustifolia var.,,,,,,,
"",384,,E,"$111,067","$20,000",,"$131,067",$0,"$131,067"
"",,angustifolia) - Wherever found,,,,,,,
"",,No Common Name (Stenogyne bifida) -,,,,,,,
"",443,,E,"$95,662",$0,,"$95,662",$0,"$95,662"
"",,Wherever found,,,,,,,
"",,No Common Name (Stenogyne campanulata) -,,,,,,,
"",1083,,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,Wherever found,,,,,,,
"",,No Common Name (Stenogyne cranwelliae) -,,,,,,,
"",1043,,E,"$8,762",$0,,"$8,762",$0,"$8,762"
"",,Wherever found,,,,,,,
"",,No Common Name (Stenogyne kaalae ssp.,,,,,,,
"",1083,,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,sherffii) - Wherever found,,,,,,,
"",,No Common Name (Stenogyne kanehoana) -,,,,,,,
"",1074,,E,"$8,073",$0,,"$8,073",$0,"$8,073"
"",,Wherever found,,,,,,,
"",,No Common Name (Stenogyne kauaulaensis) -,,,,,,,
"",893,,E,"$14,647",$0,,"$14,647",$0,"$14,647"
"",,Wherever found,,,,,,,
"",,No Common Name (Stenogyne kealiae) -,,,,,,,
"",446,,E,"$94,686",$0,,"$94,686",$0,"$94,686"
"",,Wherever found,,,,,,,
"",,No Common Name (Tabernaemontana rotensis),,,,,,,
"",409,,T,"$51,225","$59,071",,"$110,296",$0,"$110,296"
"",,- Wherever found,,,,,,,
"",,No Common Name (Ternstroemia subsessilis) -,,,,,,,
"",1151,,E,"$5,500",$0,,"$5,500",$0,"$5,500"
"",,Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,No Common Name (Tetramolopium arenarium),,,,,,
"",731,,E,"$5,855","$20,000","$25,855",$0,"$25,855"
"",,- Wherever found,,,,,,
"",,No Common Name (Tetramolopium filiforme) -,,,,,,
"",1074,,E,"$8,073",$0,"$8,073",$0,"$8,073"
"",,Wherever found,,,,,,
"",,No Common Name (Tetramolopium lepidotum,,,,,,
"",1060,,E,"$5,754","$2,572","$8,326",$0,"$8,326"
"",,ssp. lepidotum) - Wherever found,,,,,,
"",,No Common Name (Tetramolopium remyi) -,,,,,,
"",930,,E,"$13,059",$0,"$13,059",$0,"$13,059"
"",,Wherever found,,,,,,
"",,No Common Name (Tetramolopium rockii) -,,,,,,
"",419,,T,"$97,981","$5,000","$102,981",$0,"$102,981"
"",,Wherever found,,,,,,
"",,No Common Name (Tinospora homosepala) -,,,,,,
"",1081,,E,"$7,936",$0,"$7,936",$0,"$7,936"
"",,Wherever found,,,,,,
"",,No Common Name (Trematolobelia singularis) -,,,,,,
"",1169,,E,"$4,626",$0,"$4,626",$0,"$4,626"
"",,Wherever found,,,,,,
"",,No Common Name (Tuberolabium guamense) -,,,,,,
"",418,,T,"$58,746","$44,680","$103,426",$0,"$103,426"
"",,Wherever found,,,,,,
"",,No Common Name (Varronia rupicola) -,,,,,,
"",1101,,T,"$7,000",$0,"$7,000",$0,"$7,000"
"",,Wherever found,,,,,,
"",,No Common Name (Vernonia proctorii) -,,,,,,
"",931,,E,"$13,000",$0,"$13,000",$0,"$13,000"
"",,Wherever found,,,,,,
